DK_isbn,DK_date,DK_titul,DK_rating,DK_ratings_count,DK_tags,DK_Právě_čtených,DK_Přečtených,DK_Čtenářské_výzvě,DK_Knihotéce,DK_Chystám_se_číst,DK_Chci_si_koupit,DK_dalších_seznamech,DK_Doporučených,DK_autorstvo,DK_vyslo
9788090890695,2024-11-29 16:32:02,Těžký život knihomolů,81.0,119.0,"['Komiksy', 'Literatura česká', 'O literatuře']",,129.0,8.0,29.0,47.0,23.0,1.0,9.0,"['Hanka Grehová', 'Medojed']",2024.0
9788011049508,2024-11-29 16:32:04,Na vlnách ženy,100.0,3.0,"['Pro ženy', 'Literatura česká']",3.0,5.0,4.0,3.0,5.0,,,,['Kateřina Marešová'],2024.0
9788025363997,2024-11-29 16:32:04,Od šestky do devítky,93.0,12.0,"['Literatura naučná', 'Učebnice a slovníky']",,11.0,,8.0,,,,1.0,['Lucie Honsigová'],2024.0
9788090887343,2024-11-29 16:32:05,Nezlobte se na boha,95.0,4.0,"['Literatura česká', 'Příběhy']",,4.0,1.0,1.0,2.0,3.0,1.0,,['Radmila Ravenn'],2024.0
9788070042021,2024-11-29 16:32:05,Digitální Kříženecký: Nový život prvních českých filmů,100.0,1.0,"['Literatura naučná', 'Historie', 'Umění']",,4.0,,3.0,,1.0,1.0,,"['Jiří Anger', 'Kateřina Svatoňová', 'Lucie Česálková', 'Jan Trnka', 'Jaroslav Lopour', 'Jeanne Pommeau', 'Alena Šlingerová']",2024.0
9788074435355,2024-11-29 16:32:06,Na kusy,100.0,1.0,"['Povídky', 'Literatura česká', 'Poezie']",,1.0,,,2.0,1.0,,,['Ivan Tesař'],2024.0
9788026451334,2024-11-29 16:32:07,Džungloidní zahrady od Nezkrotné zahradnice,92.0,5.0,"['Literatura naučná', 'Zahrada']",1.0,11.0,2.0,6.0,8.0,2.0,,,['Radka Votavová'],2024.0
9788026452485,2024-11-29 16:32:08,Sloužil jsem v Gaze,78.0,30.0,"['Literatura faktu', 'Literatura česká', 'Biografie a memoáry']",1.0,37.0,2.0,26.0,52.0,17.0,1.0,2.0,['David Shorf'],2024.0
9788088322504,2024-11-29 16:32:09,Jak se stát nikým: Probuzení pro skeptiky,100.0,1.0,"['Duchovní literatura', 'Filozofie', 'Psychologie a pedagogika']",1.0,6.0,,3.0,8.0,6.0,,,['Jiří Charvát'],2024.0
9788020463678,2024-11-29 16:32:10,Pozor p(l)es!,90.0,2.0,"['Literatura česká', 'Příroda, zvířata', 'Pro děti a mládež']",,3.0,,2.0,2.0,,,,['Daniela Krolupperová'],2024.0
9788024658438,2024-11-29 16:32:11,"Já: O vztahu mozku, vědomí a sebeuvědomování",86.0,28.0,"['Literatura naučná', 'Zdraví', 'Zdravotnictví']",,35.0,2.0,26.0,59.0,18.0,1.0,2.0,['František Koukolík'],2024.0
9788026726029,2024-11-29 16:32:12,Dceřina kletba,86.0,537.0,"['Detektivky, krimi', 'Literatura česká']",16.0,681.0,190.0,173.0,359.0,84.0,8.0,31.0,['Tereza Bartošová'],2024.0
9788074480911,2024-11-29 16:32:13,Otilie Vranská,92.0,16.0,"['Detektivky, krimi', 'Literatura faktu', 'Historie']",3.0,17.0,5.0,14.0,32.0,21.0,1.0,,['Radek Galaš'],2024.0
9788024296760,2024-11-29 16:32:13,Vražedná splátka,82.0,60.0,"['Detektivky, krimi', 'Thrillery', 'Literatura česká']",7.0,73.0,3.0,68.0,79.0,22.0,1.0,6.0,['David Urban'],2024.0
9788024200194,2024-11-29 16:32:14,Tomu říkám překvapení,81.0,27.0,"['Povídky', 'Literatura česká']",5.0,34.0,1.0,35.0,35.0,11.0,,4.0,['* antologie'],2024.0
9788026726234,2024-11-29 16:32:15,Dvakrát do stejného rybníka,74.0,50.0,"['Romány', 'Pro ženy', 'Literatura česká']",,67.0,5.0,55.0,67.0,9.0,2.0,4.0,['Klára Czastková'],2024.0
9788024954523,2024-11-29 16:32:16,Bůh v renaultu,20.0,1.0,"['Povídky', 'Literatura česká']",,1.0,,,,,,,['Michal Viewegh'],2024.0
9788027912278,2024-11-29 16:32:16,Zloději ostatků,83.0,290.0,"['Detektivky, krimi', 'Dobrodružné', 'Literatura česká', 'Historické romány']",2.0,468.0,4.0,164.0,48.0,12.0,3.0,38.0,['Vlastimil Vondruška'],2024.0
9788073294908,2024-11-29 16:32:17,Bytí snu,100.0,1.0,"['Literatura česká', 'Poezie']",,1.0,,1.0,,,,,['David Bátor'],2024.0
9788027139453,2024-11-29 16:32:18,Jako slon v porcelánu,86.0,28.0,"['Romány', 'Pro ženy', 'Literatura česká']",2.0,33.0,2.0,48.0,44.0,16.0,3.0,,['Anna Moricová'],2024.0
9788088406365,2024-11-29 16:32:19,Příběhy knížete Brunclíka,100.0,1.0,"['Komiksy', 'Literatura česká', 'Pověsti']",,1.0,,,,,,,['Vladimír Bican'],2024.0
9788027913183,2024-11-29 16:32:21,Dobře upletená oprátka,70.0,4.0,"['Detektivky, krimi', 'Povídky', 'Literatura česká']",,4.0,1.0,30.0,5.0,,1.0,,['Ladislav Beran'],2024.0
9788027110193,2024-11-29 16:32:21,Rošťácké pohádky o zvířátkách,60.0,1.0,"['Literatura česká', 'Pro děti a mládež']",,1.0,,,,,,,['Hana Novotná'],2024.0
9788088483991,2024-11-29 16:32:22,Třináct slz,83.0,6.0,"['Romány', 'Pro ženy', 'Dívčí romány']",,7.0,,63.0,25.0,3.0,1.0,3.0,['Klára Lyons'],2024.0
9788074434129,2024-11-29 16:32:24,Pátá minuta je o nás,91.0,265.0,"['Romány', 'Literatura česká']",6.0,288.0,35.0,78.0,172.0,62.0,7.0,48.0,"['Eva Pospíšilová', 'Klára Pospíšilová']",2021.0
9788087496305,2024-11-29 16:32:25,Žulovská pahorkatina a Vidnavská nížina: Vznik a vývoj malebné krajiny pod Rychlebskými horami,100.0,1.0,"['Literatura naučná', 'Historie', 'Přírodní vědy']",,1.0,,,,,,,['Martin Hanáček'],2024.0
9788076751781,2024-11-29 16:32:26,Ctnost sobectví,81.0,15.0,"['Literatura světová', 'Fejetony, eseje', 'Filozofie']",5.0,19.0,2.0,13.0,36.0,21.0,,2.0,['Ayn Rand'],2024.0
9788074481321,2024-11-29 16:32:28,Fenomén Bílé Karpaty,85.0,4.0,"['Literatura česká', 'Cestopisy a místopisy', 'Turistické průvodce']",2.0,3.0,,1.0,9.0,3.0,,,['Vlastimil Hela'],2024.0
9788076914438,2024-11-29 16:32:28,Svatý týden,68.0,5.0,"['Romány', 'Literatura česká']",,4.0,,,1.0,,,,['Michael Trn'],2024.0
9788027801374,2024-11-29 16:32:29,Skoncujeme s nimi!: Tragický příběh Varšavského povstání 1944,83.0,7.0,"['Literatura faktu', 'Literatura česká', 'Historie']",,13.0,,26.0,8.0,4.0,,2.0,['Miloslav Jenšík'],2024.0
9788088406808,2024-11-29 16:32:29,Povídky malostranské,69.0,2928.0,"['Povídky', 'Literatura česká']",61.0,5510.0,686.0,1175.0,367.0,47.0,29.0,92.0,['Jan Neruda'],2024.0
9788087370292,2024-11-29 16:32:31,Řeč mrtvejch / Erzherz / Nebožky,95.0,4.0,"['Literatura česká', 'Poezie']",,4.0,,2.0,,,,,['Radek Fridrich'],2023.0
9788087875452,2024-11-29 16:32:31,Půlnoční král a jiné příběhy,80.0,2.0,"['Komiksy', 'Literatura česká']",,2.0,,2.0,,,,,"['Jiří Hrdlička', 'Antonín Matějka']",2024.0
9788020463692,2024-11-29 16:32:32,Čivavy z Ostravy,88.0,10.0,"['Literatura česká', 'Pro děti a mládež', 'Pohádky a bajky']",,10.0,2.0,3.0,5.0,2.0,2.0,,['Markéta Pilátová'],2024.0
9788076893320,2024-11-29 16:32:32,Stezka Českem: Nové příběhy,93.0,63.0,"['Dobrodružné', 'Literatura naučná', 'Cestopisy a místopisy']",4.0,79.0,28.0,33.0,32.0,24.0,,5.0,"['Martin Úbl', 'kolektiv autorů']",2024.0
9788074435294,2024-11-29 16:32:33,Nanebevzetí doktora Fausta,40.0,1.0,"['Divadelní hry', 'Literatura česká']",,1.0,,,,,,,['Milan Uhde'],2024.0
9788090909410,2024-11-29 16:32:33,Boj s vyděračem,40.0,1.0,"['Novely', 'Literatura česká']",,2.0,,,,,,,['Alexis Nemo'],2024.0
9788027802081,2024-11-29 16:32:34,Masomlejnek: Šelma,90.0,29.0,"['Válečné', 'Literatura česká', 'Sci-fi']",3.0,32.0,3.0,35.0,7.0,9.0,1.0,1.0,['Honza Slívka'],2024.0
9788000075020,2024-11-29 16:32:34,Ztraceni ve vlnách,89.0,31.0,"['Dobrodružné', 'Literatura česká', 'Pro děti a mládež']",,40.0,7.0,25.0,9.0,5.0,,2.0,['Ivona Březinová'],2024.0
9788070358429,2024-11-29 16:32:35,Karel Škréta (1610,100.0,1.0,"['Literatura naučná', 'Historie', 'Umění']",,1.0,,,,,,,['Petra Zelenková'],2023.0
9788076940284,2024-11-29 16:32:36,Karel Klostermann a zrod Šumavy,97.0,7.0,"['Biografie a memoáry', 'Cestopisy a místopisy', 'Ekologie, živ. prostředí']",1.0,9.0,1.0,5.0,3.0,1.0,,2.0,"['Michal Hořejší', 'Veronika Faktorová']",2023.0
9788027518449,2024-11-29 16:32:36,Pláňata,81.0,981.0,"['Romány', 'Literatura česká']",18.0,1299.0,349.0,225.0,443.0,91.0,6.0,19.0,['Petra Dvořáková'],2024.0
9788088121855,2024-11-29 16:32:37,"Slovenské hrady, kaštely a zříceniny",100.0,1.0,"['Literatura naučná', 'Cestopisy a místopisy', 'Historie']",,1.0,,1.0,,,,,"['Petr Fabian', 'Anna Petruželková']",2024.0
9788025743393,2024-11-29 16:32:39,Sidonie Nádherná a konec střední Evropy,88.0,136.0,"['Literatura naučná', 'Biografie a memoáry', 'Historie']",2.0,175.0,22.0,38.0,139.0,31.0,2.0,14.0,['Alena Wagnerová'],2024.0
9788090682207,2024-11-29 16:32:39,"Minorité, kteří přinesli mír",93.0,3.0,"['Literatura česká', 'Duchovní literatura']",,4.0,,1.0,,,,,['Antonín Randa'],2024.0
9788074480997,2024-11-29 16:32:39,Menopauzou s lehkostí: Tajemství spokojené ženy a jejího okolí,60.0,1.0,"['Literatura naučná', 'Zdraví']",,2.0,1.0,1.0,2.0,,,,"['Petra Kubalová', 'Alica Anna Szabó']",2024.0
9788000071237,2024-11-29 16:32:41,Co se děje v mraveništi,93.0,20.0,"['Literatura česká', 'Pro děti a mládež', 'Pro nejmenší']",,26.0,1.0,18.0,3.0,4.0,5.0,4.0,['Petra Bartíková'],2024.0
9788075513489,2024-11-29 16:32:42,Iráčan,100.0,1.0,"['Duchovní literatura', 'Biografie a memoáry']",,1.0,,,2.0,,,,['Jakub Nabi'],2024.0
9788076912854,2024-11-29 16:32:44,Sci,66.0,10.0,"['Povídky', 'Literatura česká', 'Sci-fi']",,11.0,3.0,21.0,6.0,1.0,,,['Tomáš Neuwirth'],2024.0
9788027912896,2024-11-29 16:32:45,Jeptiška pro markraběte,86.0,159.0,"['Romány', 'Literatura česká', 'Historické romány']",1.0,216.0,25.0,114.0,56.0,17.0,2.0,11.0,['Naďa Horáková'],2024.0
9788090922815,2024-11-29 16:32:46,Moudrost stezky,40.0,1.0,"['Literatura česká', 'Poezie']",,1.0,,,1.0,,,,['Miroslav Černý'],2024.0
9788026619543,2024-11-29 16:32:50,Prázdninový příběh pejska a kočičky,92.0,5.0,"['Literatura česká', 'Pro děti a mládež', 'Pohádky a bajky']",,6.0,,1.0,,1.0,,,['Vlasta Hurtíková'],2024.0
9788088357414,2024-11-29 16:32:50,Smíš zůstat mrtev,40.0,2.0,"['Detektivky, krimi', 'Literatura česká']",,3.0,,6.0,,,1.0,1.0,['Ivo Fencl'],2024.0
9788027913022,2024-11-29 16:32:50,Pět klíčů k Blaníku,77.0,7.0,"['Literatura česká', 'Historické romány']",,9.0,,40.0,10.0,5.0,1.0,3.0,['Jaroslav Tymich'],2024.0
9788011060510,2024-11-29 16:32:51,Dvacet vteřin ticha,100.0,4.0,"['Pro ženy', 'Literatura česká', 'Erotika']",,4.0,,,1.0,,,1.0,['Petra Jahelková'],2024.0
9788027520213,2024-11-29 16:32:53,Spisovatelkou z přesvědčení Tvorba Terézy Novákové v diskurzivním různohlasí přelomu 19. a 20. století,80.0,1.0,"['Literatura faktu', 'Literatura česká', 'Literatura naučná']",,1.0,,,1.0,,,1.0,['Jana Vrajová'],2024.0
9788020462787,2024-11-29 16:32:53,Fotbalový král,57.0,6.0,"['Literatura česká', 'Pro děti a mládež', 'Příběhy']",,9.0,1.0,1.0,,,1.0,,['Jan Žáček'],2024.0
9788024296210,2024-11-29 16:32:55,Jižní Morava známá i neznámá: Znojemsko a Pálava,100.0,1.0,"['Literatura česká', 'Literatura naučná', 'Cestopisy a místopisy']",,1.0,,1.0,,,,,"['Petr David', 'Vladimír Soukup']",2024.0
9788025744581,2024-11-29 16:32:55,Zmije v garáži,87.0,3.0,"['Fejetony, eseje', 'Literatura česká']",1.0,3.0,1.0,1.0,25.0,11.0,1.0,,['Magda Jogheeová'],2024.0
9788020034403,2024-11-29 16:32:56,Krajina středověké Prahy,100.0,1.0,"['Literatura naučná', 'Historie', 'Pragensia']",,3.0,,2.0,14.0,6.0,,,"['Jan Klápště', 'Tomáš Klír', 'Ivo Štefan']",2024.0
9788075886903,2024-11-29 16:32:56,Italský gambit,76.0,22.0,"['Detektivky, krimi', 'Literatura česká', 'Historické romány']",2.0,26.0,2.0,38.0,41.0,17.0,,1.0,['Vladimír Šlechta'],2024.0
9788025743935,2024-11-29 16:32:58,Druhý dech,74.0,87.0,"['Horory', 'Romány', 'Literatura česká']",3.0,98.0,12.0,71.0,139.0,36.0,4.0,9.0,['Daniel Krásný'],2024.0
9788027915385,2024-11-29 16:32:58,Nevěsta Kristova,86.0,92.0,"['Detektivky, krimi', 'Literatura česká', 'Historické romány']",8.0,123.0,15.0,84.0,44.0,16.0,2.0,4.0,['Vlastimil Vondruška'],2024.0
9788027915750,2024-11-29 16:32:59,Sestra v klatbě,85.0,4.0,"['Pro ženy', 'Literatura česká']",1.0,6.0,1.0,24.0,11.0,4.0,1.0,2.0,['Alena Jakoubková'],2024.0
9788076619593,2024-11-29 16:33:00,Národní opruzení 2: Tajemství trnové koruny,80.0,127.0,"['Literatura naučná', 'Historie', 'O literatuře']",6.0,157.0,36.0,72.0,63.0,25.0,3.0,9.0,['Karolína Zoe Meixnerová'],2024.0
9788024295466,2024-11-29 16:33:02,Toulky kolem Prahy,100.0,1.0,"['Literatura naučná', 'Cestopisy a místopisy', 'Turistické průvodce']",,2.0,,2.0,3.0,1.0,,,['Jana Jůzlová'],2024.0
9788090876491,2024-11-29 16:33:03,Maso se stává slovem,80.0,6.0,"['Literatura česká', 'Poezie']",,9.0,,,5.0,2.0,,,['Miloš Doležal'],2024.0
9788026111801,2024-11-29 16:33:06,"Budovat ráj – Bourat peklo: Odraz totality v utopii, dystopii a dieselpunku",100.0,1.0,"['Literatura naučná', 'O literatuře', 'Věda']",1.0,2.0,,2.0,7.0,2.0,,1.0,['Přemysl Krejčík'],2024.0
9788025635834,2024-11-29 16:33:07,Pediatrie s úsměvem,80.0,2.0,"['Rodina', 'Zdraví', 'Zdravotnictví']",1.0,2.0,1.0,1.0,5.0,4.0,,,['Martina Milkovičová'],2024.0
9788076661233,2024-11-29 16:33:09,Napsáno jazykem,100.0,2.0,"['Fejetony, eseje', 'Humor', 'Jazyky, lingvistika']",,3.0,1.0,,1.0,,,,['Lukáš Sábo'],2024.0
9788025744918,2024-11-29 16:33:09,Slova psaná do písku: Antologie současného arabského románu na počest Františka Ondráše,100.0,1.0,"['Literatura světová', 'Povídky']",,1.0,,2.0,3.0,,,,"['* antologie', 'Alá’a Al-Aswání']",2024.0
9788026451174,2024-11-29 16:33:11,Bestie v uniformě,75.0,51.0,"['Detektivky, krimi', 'Literatura faktu', 'Literatura česká']",2.0,58.0,9.0,50.0,60.0,11.0,2.0,,['Lukáš Křišťan'],2024.0
9788027915552,2024-11-29 16:33:13,Případ mizejících nevěstek,94.0,20.0,"['Detektivky, krimi', 'Literatura česká', 'Historické romány']",1.0,26.0,1.0,45.0,26.0,7.0,1.0,3.0,['Martina Novotná'],2024.0
9788090568587,2024-11-29 16:33:14,Moderní hubnutí,98.0,9.0,"['Literatura česká', 'Literatura naučná', 'Zdraví']",7.0,15.0,3.0,14.0,22.0,18.0,,,"['Lukáš Roubík', 'Miloslav Šindelář']",2024.0
9788024297026,2024-11-29 16:33:15,10 napínavých únikovek,100.0,2.0,"['Dobrodružné', 'Literatura česká']",,2.0,,1.0,1.0,,,,['Jan Smolík'],2024.0
9788076951822,2024-11-29 16:33:19,Ve jménu minulosti,80.0,9.0,"['Thrillery', 'Literatura česká']",,9.0,,35.0,20.0,3.0,2.0,2.0,['Karel Kostka'],2024.0
9788027151066,2024-11-29 16:33:20,Světlo nad oceánem,83.0,70.0,"['Literatura světová', 'Romány', 'Pro ženy']",3.0,86.0,5.0,101.0,109.0,30.0,4.0,3.0,['Mary Ellen Taylor'],2024.0
9788025366783,2024-11-29 16:33:21,Hravý průvodce po hradech a zámcích,80.0,2.0,"['Literatura naučná', 'Pro děti a mládež', 'Šikovné děti - tvoření, hry, styl']",,3.0,,1.0,13.0,12.0,,,['Iva Petřinová'],2024.0
9788089873692,2024-11-29 16:33:21,Jednoducho vzťahy,83.0,66.0,"['Literatura česká', 'Osobní rozvoj a styl', 'Psychologie a pedagogika']",16.0,90.0,16.0,53.0,132.0,50.0,3.0,2.0,['Honza Vojtko'],2024.0
9788025744413,2024-11-29 16:33:23,Západ musí být zničen,68.0,5.0,"['Literatura naučná', 'Politologie, mezinárodní vztahy']",,7.0,2.0,1.0,11.0,6.0,,,['Jan Horník'],2024.0
9788088265467,2024-11-29 16:33:24,Architektem bez diplomu,100.0,1.0,"['Architektura', 'Biografie a memoáry']",,1.0,,,,,,,['Miloslav Hanzl'],2024.0
9788074656194,2024-11-29 16:33:24,Fake news a politika klasického Řecka,100.0,1.0,"['Filozofie', 'Historie']",,,,1.0,1.0,1.0,,1.0,['Ondřej Vinař'],2023.0
9788011050344,2024-11-29 16:33:25,Bestie,80.0,1.0,"['Literatura česká', 'Biografie a memoáry', 'Hudba a zpěv']",,1.0,,,,,,,"['Martin Hejl', 'Kateřina Hejlová']",2024.0
9788000073972,2024-11-29 16:33:26,Áďa spadla do kanálu aneb putování dávnou Prahou,91.0,52.0,"['Historie', 'Pragensia', 'Pro děti a mládež']",1.0,69.0,11.0,11.0,31.0,11.0,9.0,4.0,['Sylva Francová'],2024.0
9788024711126,2024-11-29 16:33:26,Úklid pro klid,72.0,29.0,"['Pro ženy', 'Osobní rozvoj a styl', 'Ekologie, živ. prostředí']",2.0,39.0,5.0,38.0,38.0,15.0,1.0,1.0,['Kateřina Brožová'],2024.0
9788076701724,2024-11-29 16:33:27,Řeka zázraků,90.0,47.0,"['Povídky', 'Literatura česká']",11.0,64.0,12.0,47.0,75.0,20.0,2.0,5.0,['Vladimír Kořen'],2024.0
9788072279074,2024-11-29 16:33:29,Důstojnost,80.0,1.0,"['Literatura česká', 'Sociologie, společnost']",2.0,1.0,,1.0,6.0,1.0,,1.0,['Petr Třešňák'],2024.0
9788024297484,2024-11-29 16:33:30,Návštěvy domů slavných: 50 nových příběhů,93.0,3.0,"['Literatura naučná', 'Architektura', 'Umění']",,4.0,,4.0,7.0,6.0,,1.0,['Blanka Kovaříková'],2024.0
9788088363606,2024-11-29 16:33:31,Prokletý princ,100.0,6.0,"['Literatura česká', 'Fantasy', 'Erotika']",,8.0,1.0,41.0,28.0,3.0,1.0,3.0,['Nariana Noverová'],2024.0
9788076375178,2024-11-29 16:33:32,Pražský scénář,75.0,4.0,"['Romány', 'Literatura česká']",,4.0,,,13.0,6.0,,1.0,['Natalia Borodin'],2024.0
9788090909212,2024-11-29 16:33:33,"Jedlé zahrady a zahrádky. 2, Ovoce a bylinky",100.0,1.0,"['Hobby', 'Zahrada']",,1.0,,,,,,,['Ivan Dvořák'],2024.0
9788027915651,2024-11-29 16:33:34,Doteky zločinů,87.0,3.0,"['Detektivky, krimi', 'Povídky', 'Literatura česká']",,4.0,,26.0,8.0,3.0,1.0,,['Ladislav Beran'],2024.0
9788088378327,2024-11-29 16:33:34,Výtvarka,60.0,1.0,"['Literatura naučná', 'Umění', 'Pro děti a mládež']",,1.0,1.0,,1.0,2.0,,,['Martina Scholleová'],2024.0
9788020462725,2024-11-29 16:33:35,Rodičovství jako cesta,100.0,10.0,"['Literatura naučná', 'Psychologie a pedagogika', 'Rodina']",1.0,12.0,5.0,2.0,15.0,5.0,1.0,1.0,"['Alena Vávrová', 'Jan Vávra']",2024.0
9788025367261,2024-11-29 16:33:37,Dějiny českých zemí pro děti,87.0,6.0,"['Historie', 'Pro děti a mládež', 'Encyklopedie']",,8.0,,5.0,3.0,4.0,1.0,,['Jana Eislerová'],2024.0
9788024296241,2024-11-29 16:33:39,Kde jste ještě nebyli,60.0,2.0,"['Literatura česká', 'Cestopisy a místopisy', 'Pragensia']",,2.0,,,3.0,1.0,,,['Jakub Pokorný'],2024.0
9788000074191,2024-11-29 16:33:39,Valentýnka a detektivní kancelář,82.0,32.0,"['Literatura česká', 'Pro děti a mládež', 'Příběhy']",,38.0,4.0,20.0,6.0,7.0,1.0,3.0,['Ivana Peroutková'],2024.0
9788024298986,2024-11-29 16:33:41,Cák! Velká kniha pro malé plavce,87.0,3.0,"['Literatura naučná', 'Obrazové publikace', 'Rodina']",,3.0,,,,,1.0,,['Kateřina Kadlecová'],2024.0
9788076900967,2024-11-29 16:33:43,Dvacet milostných básní,84.0,14.0,"['Literatura světová', 'Poezie']",1.0,23.0,2.0,12.0,35.0,12.0,1.0,2.0,['Pablo Neruda'],2024.0
9788026451846,2024-11-29 16:33:43,Parní lokomotivy ČSD,100.0,2.0,"['Literatura naučná', 'Doprava', 'Technika a elektro']",,3.0,,6.0,1.0,2.0,,,['Hynek Palát'],2024.0
9788088652656,2024-11-29 16:33:43,Hraběcí gentlemani,79.0,36.0,"['Romány', 'Pro ženy', 'Literatura česká']",,35.0,4.0,62.0,29.0,5.0,1.0,3.0,['Lucie Beatrice J.'],2024.0
9788027913152,2024-11-29 16:33:45,"Prach, popel a dým",79.0,70.0,"['Detektivky, krimi', 'Romány', 'Literatura česká']",,101.0,9.0,67.0,32.0,,,7.0,['Jarmila Pospíšilová'],2024.0
9788074704925,2024-11-29 16:33:49,Hráč versus příšery: K čemu slouží monstra v počítačových hrách,83.0,8.0,"['Literatura naučná', 'PC literatura']",,10.0,2.0,14.0,21.0,20.0,,1.0,['Jaroslav Švelch'],2024.0
9788088623533,2024-11-29 16:33:49,Jack Lampička,100.0,3.0,"['Horory', 'Literatura česká']",,3.0,,12.0,5.0,,2.0,,['Jan Hlubek'],2024.0
9788076835009,2024-11-29 16:33:50,A tak krásně jsme si žili,67.0,3.0,"['Literatura česká', 'Příběhy']",,3.0,1.0,,1.0,,,,['Jan Grygar'],2024.0
9788090913806,2024-11-29 16:33:51,Zvířátka v lese,100.0,1.0,"['Literatura česká', 'Příroda, zvířata', 'Pro nejmenší']",,1.0,,,,,1.0,,['Zuzana Pospíšilová'],2024.0
9788024953410,2024-11-29 16:33:51,Anna Svídnická: Krásná Anna – nečekaná láska Karla IV.,82.0,87.0,"['Literatura česká', 'Historické romány']",,147.0,7.0,177.0,46.0,22.0,4.0,7.0,['Hana Parkánová-Whitton'],2024.0
9788075886828,2024-11-29 16:33:52,Bez návratu. Kniha první,88.0,8.0,"['Thrillery', 'Literatura česká', 'Sci-fi']",5.0,8.0,,25.0,24.0,25.0,1.0,,['Jakub Hoza'],2024.0
9788075731289,2024-11-29 16:33:53,Navzdory všem překážkám: Protinacistický odboj a odpor v soudním okrese Kojetín,73.0,3.0,"['Válečné', 'Literatura naučná', 'Historie']",,3.0,,1.0,,,,1.0,['Petr Jirák'],2024.0
9788076768956,2024-11-29 16:33:55,Úvod do studia občanského práva,100.0,1.0,"['Literatura naučná', 'Právo', 'Učebnice a slovníky']",,2.0,,1.0,,1.0,,,"['Vladimír Plecitý', 'Josef Salač', 'Jan Bajura', 'Tomáš Horáček', 'Věra Popelková', 'Josef Vrabec', 'Michal Skřejpek', 'Libor Čihák']",2024.0
9788027802135,2024-11-29 16:33:55,Pád do reality,89.0,21.0,"['Literatura česká', 'Fantasy']",,25.0,,40.0,9.0,5.0,1.0,3.0,"['Jiří Pavlovský', 'Martin Darion Antonín']",2024.0
9788072872862,2024-11-29 16:33:56,Kuře melancholik,82.0,1127.0,"['Novely', 'Literatura česká']",13.0,1808.0,242.0,124.0,441.0,53.0,13.0,71.0,['Josef Karel Šlejhar'],2024.0
9788024953526,2024-11-29 16:33:56,Nové pohádky pro unavené rodiče,60.0,41.0,"['Literatura česká', 'Pro děti a mládež', 'Pohádky a bajky']",,67.0,6.0,6.0,15.0,8.0,,3.0,['Michal Viewegh'],2024.0
9788026453079,2024-11-29 16:33:57,Loudavé vaření: Recepty pro pomalý hrnec,81.0,16.0,"['Literatura česká', 'Literatura naučná', 'Kuchařky']",1.0,17.0,1.0,34.0,14.0,19.0,3.0,2.0,['Barbora Charvátová'],2024.0
9788076835399,2024-11-29 16:33:58,S rodinou na trailu,65.0,4.0,"['Literatura česká', 'Cestopisy a místopisy']",1.0,4.0,,23.0,16.0,8.0,,1.0,['Jaroslav Maršík'],2024.0
9788075465269,2024-11-29 16:33:58,Ztracena v čase,81.0,97.0,"['Romány', 'Pro ženy', 'Literatura česká']",4.0,104.0,11.0,94.0,110.0,24.0,2.0,5.0,['Lucie Kunešová'],2024.0
9788027913107,2024-11-29 16:33:58,Odložená spravedlnost,85.0,4.0,"['Detektivky, krimi', 'Povídky', 'Literatura česká']",1.0,4.0,,43.0,8.0,2.0,1.0,,['Ladislav Beran'],2024.0
9788024298504,2024-11-29 16:34:00,Athény 1896: Znovuzrození olympijských her,100.0,1.0,"['Literatura faktu', 'Historie', 'Sport']",,1.0,,,,,,,['Zdeněk Škoda'],2024.0
9788011046842,2024-11-29 16:34:01,Osud v mlze,95.0,8.0,"['Romány', 'Literatura česká']",1.0,8.0,,2.0,33.0,17.0,,,['Kleris Sztefková'],2024.0
9788025744376,2024-11-29 16:34:01,"Lví silou, vzletem sokolím: Dějiny Sokola v komiksu",94.0,10.0,"['Komiksy', 'Literatura česká', 'Historie']",,13.0,1.0,5.0,7.0,,,2.0,['Zdeněk Ležák'],2024.0
9788076860186,2024-11-29 16:34:02,My kluci z Brna,50.0,4.0,"['Povídky', 'Literatura česká']",,7.0,1.0,2.0,8.0,5.0,,,['Jaroslav Kravka'],2024.0
9788024297453,2024-11-29 16:34:02,Když žena píše ženě,80.0,12.0,"['Literatura česká', 'Žurnalistika, publicistika']",1.0,16.0,1.0,6.0,23.0,7.0,,,"['Jana Brázdilová', 'Ivana Bartáková']",2024.0
9788076834934,2024-11-29 16:34:04,Očima kriminalistů,76.0,40.0,"['Fejetony, eseje', 'Literatura faktu', 'Žurnalistika, publicistika']",1.0,48.0,7.0,47.0,41.0,13.0,2.0,,['Miroslav Vaňura'],2024.0
9788025367346,2024-11-29 16:34:08,Matěj a ztracená písmenka,90.0,2.0,"['Literatura česká', 'Pro děti a mládež', 'Pohádky a bajky']",,3.0,,,,,,,['Lenka Hoštičková'],2024.0
9788027913336,2024-11-29 16:34:09,"Husitská epopej. IV, 1438",89.0,419.0,"['Literatura česká', 'Historické romány']",8.0,625.0,47.0,281.0,121.0,35.0,7.0,36.0,['Vlastimil Vondruška'],2024.0
9788020035097,2024-11-29 16:34:10,Babičky léčitelky: Lidová léčba Čechů z Ukrajiny a Kazachstánu,100.0,1.0,"['Literatura česká', 'Literatura naučná', 'Historie']",,1.0,,1.0,7.0,,,,['Veronika Beranská'],2024.0
